PARAM_START
FORMAT:  SCIFI_GAIN
TYPE:    1
VERSION: 4
DATE:    170501
COMMENT: Dummy
         New value for 650V was newly added.
	 HV:    950   650    600   550      480    
D  1  0  0  38  480 0.010
D  1  0  0  39  480 0.010
D  1  0  1   0  480 0.010
D  1  0  1   1  480 0.010
D  1  0  1   2  480 0.010
D  1  0  1   3  480 0.010
D  1  0  1   4  480 0.010
D  1  0  1   5  480 0.010
D  1  0  1   6  480 0.010
D  1  0  1   7  480 0.010
D  1  0  1   8  480 0.010
D  1  0  1   9  480 0.010
D  1  0  1  10  480 0.010
D  1  0  1  11  480 0.010
D  1  0  1  12  480 0.010
D  1  0  1  13  480 0.010
D  1  0  1  14  480 0.010
D  1  0  1  15  480 0.010
D  1  0  1  16  480 0.010
D  1  0  1  17  480 0.010
D  1  0  1  18  480 0.010
D  1  0  1  19  480 0.010
D  1  0  1  20  480 0.010
D  1  0  1  21  480 0.010
D  1  0  1  22  480 0.010
D  1  0  1  23  480 0.010
D  1  0  1  24  480 0.010
D  1  0  1  25  480 0.010
D  1  0  1  26  480 0.010
D  1  0  1  27  480 0.010
D  1  0  1  28  480 0.010
D  1  0  1  29  480 0.010
D  1  0  1  30  480 0.010
D  1  0  1  31  480 0.010
D  1  0  1  32  480 0.010
D  1  0  1  33  480 0.010
D  1  0  1  34  480 0.010
D  1  0  1  35  480 0.010
D  1  0  1  36  480 0.010
D  1  0  1  37  480 0.010
D  1  0  1  38  480 0.010
D  1  0  1  39  480 0.010
D  1  1  0   0  480 0.010
D  1  1  0   1  480 0.010
D  1  1  0   2  480 0.010
D  1  1  0   3  480 0.010
D  1  1  0   4  480 0.010
D  1  1  0   5  480 0.010
D  1  1  0   6  480 0.010
D  1  1  0   7  480 0.010
D  1  1  0   8  480 0.010
D  1  1  0   9  480 0.010
D  1  1  0  10  480 0.010
D  1  1  0  11  480 0.010
D  1  1  0  12  480 0.010
D  1  1  0  13  480 0.010
D  1  1  0  14  480 0.010
D  1  1  0  15  480 0.010
D  1  1  0  16  480 0.010
D  1  1  0  17  480 0.010
D  1  1  0  18  480 0.010
D  1  1  0  19  480 0.010
D  1  1  0  20  480 0.010
D  1  1  0  21  480 0.010
D  1  1  0  22  480 0.010
D  1  1  0  23  480 0.010
D  1  1  0  24  480 0.010
D  1  1  0  25  480 0.010
D  1  1  0  26  480 0.010
D  1  1  0  27  480 0.010
D  1  1  0  28  480 0.010
D  1  1  0  29  480 0.010
D  1  1  0  30  480 0.010
D  1  1  0  31  480 0.010
D  1  1  0  32  480 0.010
D  1  1  0  33  480 0.010
D  1  1  0  34  480 0.010
D  1  1  0  35  480 0.010
D  1  1  0  36  480 0.010
D  1  1  0  37  480 0.010
D  1  1  0  38  480 0.010
D  1  1  0  39  480 0.010
D  1  1  1   0  480 0.010
D  1  1  1   1  480 0.010
D  1  1  1   2  480 0.010
D  1  1  1   3  480 0.010
D  1  1  1   4  480 0.010
D  1  1  1   5  480 0.010
D  1  1  1   6  480 0.010
D  1  1  1   7  480 0.010
D  1  1  1   8  480 0.010
D  1  1  1   9  480 0.010
D  1  1  1  10  480 0.010
D  1  1  1  11  480 0.010
D  1  1  1  12  480 0.010
D  1  1  1  13  480 0.010
D  1  1  1  14  480 0.010
D  1  1  1  15  480 0.010
D  1  1  1  16  480 0.010
D  1  1  1  17  480 0.010
D  1  1  1  18  480 0.010
D  1  1  1  19  480 0.010
D  1  1  1  20  480 0.010
D  1  1  1  21  480 0.010
D  1  1  1  22  480 0.010
D  1  1  1  23  480 0.010
D  1  1  1  24  480 0.010
D  1  1  1  25  480 0.010
D  1  1  1  26  480 0.010
D  1  1  1  27  480 0.010
D  1  1  1  28  480 0.010
D  1  1  1  29  480 0.010
D  1  1  1  30  480 0.010
D  1  1  1  31  480 0.010
D  1  1  1  32  480 0.010
D  1  1  1  33  480 0.010
D  1  1  1  34  480 0.010
D  1  1  1  35  480 0.010
D  1  1  1  36  480 0.010
D  1  1  1  37  480 0.010
D  1  1  1  38  480 0.010
D  1  1  1  39  480 0.010
D  1  2  0   0  480 0.010
D  1  2  0   1  480 0.010
D  1  2  0   2  480 0.010
D  1  2  0   3  480 0.010
D  1  2  0   4  480 0.010
D  1  2  0   5  480 0.010
D  1  2  0   6  480 0.010
D  1  2  0   7  480 0.010
D  1  2  0   8  480 0.010
D  1  2  0   9  480 0.010
D  1  2  0  10  480 0.010
D  1  2  0  11  480 0.010
D  1  2  0  12  480 0.010
D  1  2  0  13  480 0.010
D  1  2  0  14  480 0.010
D  1  2  0  15  480 0.010
D  1  2  0  16  480 0.010
D  1  2  0  17  480 0.010
D  1  2  0  18  480 0.010
D  1  2  0  19  480 0.010
D  1  2  0  20  480 0.010
D  1  2  0  21  480 0.010
D  1  2  0  22  480 0.010
D  1  2  0  23  480 0.010
D  1  2  0  24  480 0.010
D  1  2  0  25  480 0.010
D  1  2  0  26  480 0.010
D  1  2  0  27  480 0.010
D  1  2  0  28  480 0.010
D  1  2  0  29  480 0.010
D  1  2  0  30  480 0.010
D  1  2  0  31  480 0.010
D  1  2  0  32  480 0.010
D  1  2  0  33  480 0.010
D  1  2  0  34  480 0.010
D  1  2  0  35  480 0.010
D  1  2  0  36  480 0.010
D  1  2  0  37  480 0.010
D  1  2  0  38  480 0.010
D  1  2  0  39  480 0.010
D  1  2  1   0  480 0.010
D  1  2  1   1  480 0.010
D  1  2  1   2  480 0.010
D  1  2  1   3  480 0.010
D  1  2  1   4  480 0.010
D  1  2  1   5  480 0.010
D  1  2  1   6  480 0.010
D  1  2  1   7  480 0.010
D  1  2  1   8  480 0.010
D  1  2  1   9  480 0.010
D  1  2  1  10  480 0.010
D  1  2  1  11  480 0.010
D  1  2  1  12  480 0.010
D  1  2  1  13  480 0.010
D  1  2  1  14  480 0.010
D  1  2  1  15  480 0.010
D  1  2  1  16  480 0.010
D  1  2  1  17  480 0.010
D  1  2  1  18  480 0.010
D  1  2  1  19  480 0.010
D  1  2  1  20  480 0.010
D  1  2  1  21  480 0.010
D  1  2  1  22  480 0.010
D  1  2  1  23  480 0.010
D  1  2  1  24  480 0.010
D  1  2  1  25  480 0.010
D  1  2  1  26  480 0.010
D  1  2  1  27  480 0.010
D  1  2  1  28  480 0.010
D  1  2  1  29  480 0.010
D  1  2  1  30  480 0.010
D  1  2  1  31  480 0.010
D  1  2  1  32  480 0.010
D  1  2  1  33  480 0.010
D  1  2  1  34  480 0.010
D  1  2  1  35  480 0.010
D  1  2  1  36  480 0.010
D  1  2  1  37  480 0.010
D  1  2  1  38  480 0.010
D  1  2  1  39  480 0.010
D  1  3  0   0  480 0.010
D  1  3  0   1  480 0.010
D  1  3  0   2  480 0.010
D  1  3  0   3  480 0.010
D  1  3  0   4  480 0.010
D  1  3  0   5  480 0.010
D  1  3  0   6  480 0.010
D  1  3  0   7  480 0.010
D  1  3  0   8  480 0.010
D  1  3  0   9  480 0.010
D  1  3  0  10  480 0.010
D  1  3  0  11  480 0.010
D  1  3  0  12  480 0.010
D  1  3  0  13  480 0.010
D  1  3  0  14  480 0.010
D  1  3  0  15  480 0.010
D  1  3  0  16  480 0.010
D  1  3  0  17  480 0.010
D  1  3  0  18  480 0.010
D  1  3  0  19  480 0.010
D  1  3  0  20  480 0.010
D  1  3  0  21  480 0.010
D  1  3  0  22  480 0.010
D  1  3  0  23  480 0.010
D  1  3  0  24  480 0.010
D  1  3  0  25  480 0.010
D  1  3  0  26  480 0.010
D  1  3  0  27  480 0.010
D  1  3  0  28  480 0.010
D  1  3  0  29  480 0.010
D  1  3  0  30  480 0.010
D  1  3  0  31  480 0.010
D  1  3  0  32  480 0.010
D  1  3  0  33  480 0.010
D  1  3  0  34  480 0.010
D  1  3  0  35  480 0.010
D  1  3  0  36  480 0.010
D  1  3  0  37  480 0.010
D  1  3  0  38  480 0.010
D  1  3  0  39  480 0.010
D  1  3  1   0  480 0.010
D  1  3  1   1  480 0.010
D  1  3  1   2  480 0.010
D  1  3  1   3  480 0.010
D  1  3  1   4  480 0.010
D  1  3  1   5  480 0.010
D  1  3  1   6  480 0.010
D  1  3  1   7  480 0.010
D  1  3  1   8  480 0.010
D  1  3  1   9  480 0.010
D  1  3  1  10  480 0.010
D  1  3  1  11  480 0.010
D  1  3  1  12  480 0.010
D  1  3  1  13  480 0.010
D  1  3  1  14  480 0.010
D  1  3  1  15  480 0.010
D  1  3  1  16  480 0.010
D  1  3  1  17  480 0.010
D  1  3  1  18  480 0.010
D  1  3  1  19  480 0.010
D  1  3  1  20  480 0.010
D  1  3  1  21  480 0.010
D  1  3  1  22  480 0.010
D  1  3  1  23  480 0.010
D  1  3  1  24  480 0.010
D  1  3  1  25  480 0.010
D  1  3  1  26  480 0.010
D  1  3  1  27  480 0.010
D  1  3  1  28  480 0.010
D  1  3  1  29  480 0.010
D  1  3  1  30  480 0.010
D  1  3  1  31  480 0.010
D  1  3  1  32  480 0.010
D  1  3  1  33  480 0.010
D  1  3  1  34  480 0.010
D  1  3  1  35  480 0.010
D  1  3  1  36  480 0.010
D  1  3  1  37  480 0.010
D  1  3  1  38  480 0.010
D  1  3  1  39  480 0.010
#600V
D  0  0  0   0  650 0.0819
D  0  0  0   1  650 0.0819
D  0  0  0   2  650 0.0819
D  0  0  0   3  650 0.0819
D  0  0  0   4  650 0.0819
D  0  0  0   5  650 0.0819
D  0  0  0   6  650 0.0819
D  0  0  0   7  650 0.0819
D  0  0  0   8  650 0.0819
D  0  0  0   9  650 0.0819
D  0  0  0  10  650 0.0819
D  0  0  0  11  650 0.0819
D  0  0  0  12  650 0.0819
D  0  0  0  13  650 0.0819
D  0  0  0  14  650 0.0819
D  0  0  0  15  650 0.0819
D  0  0  0  16  650 0.0819
D  0  0  0  17  650 0.0819
D  0  0  0  18  650 0.0819
D  0  0  0  19  650 0.0819
D  0  0  1   0  650 0.0819
D  0  0  1   1  650 0.0819
D  0  0  1   2  650 0.0819
D  0  0  1   3  650 0.0819
D  0  0  1   4  650 0.0819
D  0  0  1   5  650 0.0819
D  0  0  1   6  650 0.0819
D  0  0  1   7  650 0.0819
D  0  0  1   8  650 0.0819
D  0  0  1   9  650 0.0819
D  0  0  1  10  650 0.0819
D  0  0  1  11  650 0.0819
D  0  0  1  12  650 0.0819
D  0  0  1  13  650 0.0819
D  0  0  1  14  650 0.0819
D  0  0  1  15  650 0.0819
D  0  0  1  16  650 0.0819
D  0  0  1  17  650 0.0819
D  0  0  1  18  650 0.0819
D  0  0  1  19  650 0.0819
D  0  1  0   0  650 0.0819
D  0  1  0   1  650 0.0819
D  0  1  0   2  650 0.0819
D  0  1  0   3  650 0.0819
D  0  1  0   4  650 0.0819
D  0  1  0   5  650 0.0819
D  0  1  0   6  650 0.0819
D  0  1  0   7  650 0.0819
D  0  1  0   8  650 0.0819
D  0  1  0   9  650 0.0819
D  0  1  0  10  650 0.0819
D  0  1  0  11  650 0.0819
D  0  1  0  12  650 0.0819
D  0  1  0  13  650 0.0819
D  0  1  0  14  650 0.0819
D  0  1  0  15  650 0.0819
D  0  1  0  16  650 0.0819
D  0  1  0  17  650 0.0819
D  0  1  0  18  650 0.0819
D  0  1  0  19  650 0.0819
D  0  1  1   0  650 0.0819
D  0  1  1   1  650 0.0819
D  0  1  1   2  650 0.0819
D  0  1  1   3  650 0.0819
D  0  1  1   4  650 0.0819
D  0  1  1   5  650 0.0819
D  0  1  1   6  650 0.0819
D  0  1  1   7  650 0.0819
D  0  1  1   8  650 0.0819
D  0  1  1   9  650 0.0819
D  0  1  1  10  650 0.0819
D  0  1  1  11  650 0.0819
D  0  1  1  12  650 0.0819
D  0  1  1  13  650 0.0819
D  0  1  1  14  650 0.0819
D  0  1  1  15  650 0.0819
D  0  1  1  16  650 0.0819
D  0  1  1  17  650 0.0819
D  0  1  1  18  650 0.0819
D  0  1  1  19  650 0.0819
D  0  2  0   0  650 0.0819
D  0  2  0   1  650 0.0819
D  0  2  0   2  650 0.0819
D  0  2  0   3  650 0.0819
D  0  2  0   4  650 0.0819
D  0  2  0   5  650 0.0819
D  0  2  0   6  650 0.0819
D  0  2  0   7  650 0.0819
D  0  2  0   8  650 0.0819
D  0  2  0   9  650 0.0819
D  0  2  0  10  650 0.0819
D  0  2  0  11  650 0.0819
D  0  2  0  12  650 0.0819
D  0  2  0  13  650 0.0819
D  0  2  0  14  650 0.0819
D  0  2  0  15  650 0.0819
D  0  2  0  16  650 0.0819
D  0  2  0  17  650 0.0819
D  0  2  0  18  650 0.0819
D  0  2  0  19  650 0.0819
D  0  2  1   0  650 0.0819
D  0  2  1   1  650 0.0819
D  0  2  1   2  650 0.0819
D  0  2  1   3  650 0.0819
D  0  2  1   4  650 0.0819
D  0  2  1   5  650 0.0819
D  0  2  1   6  650 0.0819
D  0  2  1   7  650 0.0819
D  0  2  1   8  650 0.0819
D  0  2  1   9  650 0.0819
D  0  2  1  10  650 0.0819
D  0  2  1  11  650 0.0819
D  0  2  1  12  650 0.0819
D  0  2  1  13  650 0.0819
D  0  2  1  14  650 0.0819
D  0  2  1  15  650 0.0819
D  0  2  1  16  650 0.0819
D  0  2  1  17  650 0.0819
D  0  2  1  18  650 0.0819
D  0  2  1  19  650 0.0819
D  0  3  0   0  650 0.0819
D  0  3  0   1  650 0.0819
D  0  3  0   2  650 0.0819
D  0  3  0   3  650 0.0819
D  0  3  0   4  650 0.0819
D  0  3  0   5  650 0.0819
D  0  3  0   6  650 0.0819
D  0  3  0   7  650 0.0819
D  0  3  0   8  650 0.0819
D  0  3  0   9  650 0.0819
D  0  3  0  10  650 0.0819
D  0  3  0  11  650 0.0819
D  0  3  0  12  650 0.0819
D  0  3  0  13  650 0.0819
D  0  3  0  14  650 0.0819
D  0  3  0  15  650 0.0819
D  0  3  0  16  650 0.0819
D  0  3  0  17  650 0.0819
D  0  3  0  18  650 0.0819
D  0  3  0  19  650 0.0819
D  0  3  1   0  650 0.0819
D  0  3  1   1  650 0.0819
D  0  3  1   2  650 0.0819
D  0  3  1   3  650 0.0819
D  0  3  1   4  650 0.0819
D  0  3  1   5  650 0.0819
D  0  3  1   6  650 0.0819
D  0  3  1   7  650 0.0819
D  0  3  1   8  650 0.0819
D  0  3  1   9  650 0.0819
D  0  3  1  10  650 0.0819
D  0  3  1  11  650 0.0819
D  0  3  1  12  650 0.0819
D  0  3  1  13  650 0.0819
D  0  3  1  14  650 0.0819
D  0  3  1  15  650 0.0819
D  0  3  1  16  650 0.0819
D  0  3  1  17  650 0.0819
D  0  3  1  18  650 0.0819
D  0  3  1  19  650 0.0819
D  1  0  0   0  650 0.0819
D  1  0  0   1  650 0.0819
D  1  0  0   2  650 0.0819
D  1  0  0   3  650 0.0819
D  1  0  0   4  650 0.0819
D  1  0  0   5  650 0.0819
D  1  0  0   6  650 0.0819
D  1  0  0   7  650 0.0819
D  1  0  0   8  650 0.0819
D  1  0  0   9  650 0.0819
D  1  0  0  10  650 0.0819
D  1  0  0  11  650 0.0819
D  1  0  0  12  650 0.0819
D  1  0  0  13  650 0.0819
D  1  0  0  14  650 0.0819
D  1  0  0  15  650 0.0819
D  1  0  0  16  650 0.0819
D  1  0  0  17  650 0.0819
D  1  0  0  18  650 0.0819
D  1  0  0  19  650 0.0819
D  1  0  0  20  650 0.0819
D  1  0  0  21  650 0.0819
D  1  0  0  22  650 0.0819
D  1  0  0  23  650 0.0819
D  1  0  0  24  650 0.0819
D  1  0  0  25  650 0.0819
D  1  0  0  26  650 0.0819
D  1  0  0  27  650 0.0819
D  1  0  0  28  650 0.0819
D  1  0  0  29  650 0.0819
D  1  0  0  30  650 0.0819
D  1  0  0  31  650 0.0819
D  1  0  0  32  650 0.0819
D  1  0  0  33  650 0.0819
D  1  0  0  34  650 0.0819
D  1  0  0  35  650 0.0819
D  1  0  0  36  650 0.0819
D  1  0  0  37  650 0.0819
D  1  0  0  38  650 0.0819
D  1  0  0  39  650 0.0819
D  1  0  1   0  650 0.0819
D  1  0  1   1  650 0.0819
D  1  0  1   2  650 0.0819
D  1  0  1   3  650 0.0819
D  1  0  1   4  650 0.0819
D  1  0  1   5  650 0.0819
D  1  0  1   6  650 0.0819
D  1  0  1   7  650 0.0819
D  1  0  1   8  650 0.0819
D  1  0  1   9  650 0.0819
D  1  0  1  10  650 0.0819
D  1  0  1  11  650 0.0819
D  1  0  1  12  650 0.0819
D  1  0  1  13  650 0.0819
D  1  0  1  14  650 0.0819
D  1  0  1  15  650 0.0819
D  1  0  1  16  650 0.0819
D  1  0  1  17  650 0.0819
D  1  0  1  18  650 0.0819
D  1  0  1  19  650 0.0819
D  1  0  1  20  650 0.0819
D  1  0  1  21  650 0.0819
D  1  0  1  22  650 0.0819
D  1  0  1  23  650 0.0819
D  1  0  1  24  650 0.0819
D  1  0  1  25  650 0.0819
D  1  0  1  26  650 0.0819
D  1  0  1  27  650 0.0819
D  1  0  1  28  650 0.0819
D  1  0  1  29  650 0.0819
D  1  0  1  30  650 0.0819
D  1  0  1  31  650 0.0819
D  1  0  1  32  650 0.0819
D  1  0  1  33  650 0.0819
D  1  0  1  34  650 0.0819
D  1  0  1  35  650 0.0819
D  1  0  1  36  650 0.0819
D  1  0  1  37  650 0.0819
D  1  0  1  38  650 0.0819
D  1  0  1  39  650 0.0819
D  1  1  0   0  650 0.0819
D  1  1  0   1  650 0.0819
D  1  1  0   2  650 0.0819
D  1  1  0   3  650 0.0819
D  1  1  0   4  650 0.0819
D  1  1  0   5  650 0.0819
D  1  1  0   6  650 0.0819
D  1  1  0   7  650 0.0819
D  1  1  0   8  650 0.0819
D  1  1  0   9  650 0.0819
D  1  1  0  10  650 0.0819
D  1  1  0  11  650 0.0819
D  1  1  0  12  650 0.0819
D  1  1  0  13  650 0.0819
D  1  1  0  14  650 0.0819
D  1  1  0  15  650 0.0819
D  1  1  0  16  650 0.0819
D  1  1  0  17  650 0.0819
D  1  1  0  18  650 0.0819
D  1  1  0  19  650 0.0819
D  1  1  0  20  650 0.0819
D  1  1  0  21  650 0.0819
D  1  1  0  22  650 0.0819
D  1  1  0  23  650 0.0819
D  1  1  0  24  650 0.0819
D  1  1  0  25  650 0.0819
D  1  1  0  26  650 0.0819
D  1  1  0  27  650 0.0819
D  1  1  0  28  650 0.0819
D  1  1  0  29  650 0.0819
D  1  1  0  30  650 0.0819
D  1  1  0  31  650 0.0819
D  1  1  0  32  650 0.0819
D  1  1  0  33  650 0.0819
D  1  1  0  34  650 0.0819
D  1  1  0  35  650 0.0819
D  1  1  0  36  650 0.0819
D  1  1  0  37  650 0.0819
D  1  1  0  38  650 0.0819
D  1  1  0  39  650 0.0819
D  1  1  1   0  650 0.0819
D  1  1  1   1  650 0.0819
D  1  1  1   2  650 0.0819
D  1  1  1   3  650 0.0819
D  1  1  1   4  650 0.0819
D  1  1  1   5  650 0.0819
D  1  1  1   6  650 0.0819
D  1  1  1   7  650 0.0819
D  1  1  1   8  650 0.0819
D  1  1  1   9  650 0.0819
D  1  1  1  10  650 0.0819
D  1  1  1  11  650 0.0819
D  1  1  1  12  650 0.0819
D  1  1  1  13  650 0.0819
D  1  1  1  14  650 0.0819
D  1  1  1  15  650 0.0819
D  1  1  1  16  650 0.0819
D  1  1  1  17  650 0.0819
D  1  1  1  18  650 0.0819
D  1  1  1  19  650 0.0819
D  1  1  1  20  650 0.0819
D  1  1  1  21  650 0.0819
D  1  1  1  22  650 0.0819
D  1  1  1  23  650 0.0819
D  1  1  1  24  650 0.0819
D  1  1  1  25  650 0.0819
D  1  1  1  26  650 0.0819
D  1  1  1  27  650 0.0819
D  1  1  1  28  650 0.0819
D  1  1  1  29  650 0.0819
D  1  1  1  30  650 0.0819
D  1  1  1  31  650 0.0819
D  1  1  1  32  650 0.0819
D  1  1  1  33  650 0.0819
D  1  1  1  34  650 0.0819
D  1  1  1  35  650 0.0819
D  1  1  1  36  650 0.0819
D  1  1  1  37  650 0.0819
D  1  1  1  38  650 0.0819
D  1  1  1  39  650 0.0819
D  1  2  0   0  650 0.0819
D  1  2  0   1  650 0.0819
D  1  2  0   2  650 0.0819
D  1  2  0   3  650 0.0819
D  1  2  0   4  650 0.0819
D  1  2  0   5  650 0.0819
D  1  2  0   6  650 0.0819
D  1  2  0   7  650 0.0819
D  1  2  0   8  650 0.0819
D  1  2  0   9  650 0.0819
D  1  2  0  10  650 0.0819
D  1  2  0  11  650 0.0819
D  1  2  0  12  650 0.0819
D  1  2  0  13  650 0.0819
D  1  2  0  14  650 0.0819
D  1  2  0  15  650 0.0819
D  1  2  0  16  650 0.0819
D  1  2  0  17  650 0.0819
D  1  2  0  18  650 0.0819
D  1  2  0  19  650 0.0819
D  1  2  0  20  650 0.0819
D  1  2  0  21  650 0.0819
D  1  2  0  22  650 0.0819
D  1  2  0  23  650 0.0819
D  1  2  0  24  650 0.0819
D  1  2  0  25  650 0.0819
D  1  2  0  26  650 0.0819
D  1  2  0  27  650 0.0819
D  1  2  0  28  650 0.0819
D  1  2  0  29  650 0.0819
D  1  2  0  30  650 0.0819
D  1  2  0  31  650 0.0819
D  1  2  0  32  650 0.0819
D  1  2  0  33  650 0.0819
D  1  2  0  34  650 0.0819
D  1  2  0  35  650 0.0819
D  1  2  0  36  650 0.0819
D  1  2  0  37  650 0.0819
D  1  2  0  38  650 0.0819
D  1  2  0  39  650 0.0819
D  1  2  1   0  650 0.0819
D  1  2  1   1  650 0.0819
D  1  2  1   2  650 0.0819
D  1  2  1   3  650 0.0819
D  1  2  1   4  650 0.0819
D  1  2  1   5  650 0.0819
D  1  2  1   6  650 0.0819
D  1  2  1   7  650 0.0819
D  1  2  1   8  650 0.0819
D  1  2  1   9  650 0.0819
D  1  2  1  10  650 0.0819
D  1  2  1  11  650 0.0819
D  1  2  1  12  650 0.0819
D  1  2  1  13  650 0.0819
D  1  2  1  14  650 0.0819
D  1  2  1  15  650 0.0819
D  1  2  1  16  650 0.0819
D  1  2  1  17  650 0.0819
D  1  2  1  18  650 0.0819
D  1  2  1  19  650 0.0819
D  1  2  1  20  650 0.0819
D  1  2  1  21  650 0.0819
D  1  2  1  22  650 0.0819
D  1  2  1  23  650 0.0819
D  1  2  1  24  650 0.0819
D  1  2  1  25  650 0.0819
D  1  2  1  26  650 0.0819
D  1  2  1  27  650 0.0819
D  1  2  1  28  650 0.0819
D  1  2  1  29  650 0.0819
D  1  2  1  30  650 0.0819
D  1  2  1  31  650 0.0819
D  1  2  1  32  650 0.0819
D  1  2  1  33  650 0.0819
D  1  2  1  34  650 0.0819
D  1  2  1  35  650 0.0819
D  1  2  1  36  650 0.0819
D  1  2  1  37  650 0.0819
D  1  2  1  38  650 0.0819
D  1  2  1  39  650 0.0819
D  1  3  0   0  650 0.0819
D  1  3  0   1  650 0.0819
D  1  3  0   2  650 0.0819
D  1  3  0   3  650 0.0819
D  1  3  0   4  650 0.0819
D  1  3  0   5  650 0.0819
D  1  3  0   6  650 0.0819
D  1  3  0   7  650 0.0819
D  1  3  0   8  650 0.0819
D  1  3  0   9  650 0.0819
D  1  3  0  10  650 0.0819
D  1  3  0  11  650 0.0819
D  1  3  0  12  650 0.0819
D  1  3  0  13  650 0.0819
D  1  3  0  14  650 0.0819
D  1  3  0  15  650 0.0819
D  1  3  0  16  650 0.0819
D  1  3  0  17  650 0.0819
D  1  3  0  18  650 0.0819
D  1  3  0  19  650 0.0819
D  1  3  0  20  650 0.0819
D  1  3  0  21  650 0.0819
D  1  3  0  22  650 0.0819
D  1  3  0  23  650 0.0819
D  1  3  0  24  650 0.0819
D  1  3  0  25  650 0.0819
D  1  3  0  26  650 0.0819
D  1  3  0  27  650 0.0819
D  1  3  0  28  650 0.0819
D  1  3  0  29  650 0.0819
D  1  3  0  30  650 0.0819
D  1  3  0  31  650 0.0819
D  1  3  0  32  650 0.0819
D  1  3  0  33  650 0.0819
D  1  3  0  34  650 0.0819
D  1  3  0  35  650 0.0819
D  1  3  0  36  650 0.0819
D  1  3  0  37  650 0.0819
D  1  3  0  38  650 0.0819
D  1  3  0  39  650 0.0819
D  1  3  1   0  650 0.0819
D  1  3  1   1  650 0.0819
D  1  3  1   2  650 0.0819
D  1  3  1   3  650 0.0819
D  1  3  1   4  650 0.0819
D  1  3  1   5  650 0.0819
D  1  3  1   6  650 0.0819
D  1  3  1   7  650 0.0819
D  1  3  1   8  650 0.0819
D  1  3  1   9  650 0.0819
D  1  3  1  10  650 0.0819
D  1  3  1  11  650 0.0819
D  1  3  1  12  650 0.0819
D  1  3  1  13  650 0.0819
D  1  3  1  14  650 0.0819
D  1  3  1  15  650 0.0819
D  1  3  1  16  650 0.0819
D  1  3  1  17  650 0.0819
D  1  3  1  18  650 0.0819
D  1  3  1  19  650 0.0819
D  1  3  1  20  650 0.0819
D  1  3  1  21  650 0.0819
D  1  3  1  22  650 0.0819
D  1  3  1  23  650 0.0819
D  1  3  1  24  650 0.0819
D  1  3  1  25  650 0.0819
D  1  3  1  26  650 0.0819
D  1  3  1  27  650 0.0819
D  1  3  1  28  650 0.0819
D  1  3  1  29  650 0.0819
D  1  3  1  30  650 0.0819
D  1  3  1  31  650 0.0819
D  1  3  1  32  650 0.0819
D  1  3  1  33  650 0.0819
D  1  3  1  34  650 0.0819
D  1  3  1  35  650 0.0819
D  1  3  1  36  650 0.0819
D  1  3  1  37  650 0.0819
D  1  3  1  38  650 0.0819
D  1  3  1  39  650 0.0819
DATA_END
